Infinitive,Präsens_ich,Präsens_du,"Präsens_er, sie, es",Präteritum_ich,Partizip II,Konjunktiv II_ich,Imperativ Singular,Imperativ Plural,Hilfsverb
tilten,tilte,tiltest,tilt,tiltete,getiltet,tiltete,tilte,tilt,hat
tillen,tille,tillst,tillt,tillte,getillt,tillte,till,tillt,ist
flammen,flamme,flammst,flammt,flammte,geflammt,flammte,flamm,flammt,hat
flämmen,flämme,flämmst,flämmt,flämmte,geflämmt,flämmte,flämm,flämmt,hat
fiedeln,fiedele,fiedelst,fiedelt,fiedelte,gefiedelt,fiedelte,fiedel,fiedelt,hat
bratschen,bratsche,bratschst,bratscht,bratschte,gebratscht,bratschte,bratsch,bratscht,hat
klampfen,klampfe,klampfst,klampft,klampfte,geklampft,klampfte,klampf,klampft,hat
klavieren,klaviere,klavierst,klaviert,klavierte,klaviert,klavierte,klavier,klaviert,hat
androhen,drohe an,drohst an,droht an,drohte an,angedroht,drohte an,droh an,droht an,hat
hörnen,hörne,hörnst,hörnt,hörnte,gehörnt,hörnte,hörn,hörnt,hat
entsenden,entsende,entsendest,entsendet,entsendete,entsendet,entsendete,entsende,entsendet,hat
glucken,glucke,gluckst,gluckt,gluckte,gegluckt,gluckte,gluck,gluckt,hat
gackeln,gackele,gackelst,gackelt,gackelte,gegackelt,gackelte,gackel,gackelt,hat
gacksen,gackse,gackst,gackst,gackste,gegackst,gackste,gacks,gackst,hat
gicksen,gickse,gickst,gickst,gickste,gegickst,gickste,gicks,gickst,hat
giksen,gikse,gikst,gikst,gikste,gegikst,gikste,giks,gikst,hat
fackeln,fackele,fackelst,fackelt,fackelte,gefackelt,fackelte,fackel,fackelt,hat
fiebern,fiebere,fieberst,fiebert,fieberte,gefiebert,fieberte,fieber,fiebert,hat
hippeln,hippele,hippelst,hippelt,hippelte,gehippelt,hippelte,hippel,hippelt,hat
hibbeln,hibbele,hibbelst,hibbelt,hibbelte,gehibbelt,hibbelte,hibbel,hibbelt,hat
federn,federe,federst,federt,federte,gefedert,federte,feder,federt,hat
fiedern,fiedere,fiederst,fiedert,fiederte,gefiedert,fiederte,fieder,fiedert,hat
fälteln,fältele,fältelst,fältelt,fältelte,gefältelt,fältelte,fältel,fältelt,hat
fächeln,fächele,fächelst,fächelt,fächelte,gefächelt,fächelte,fächel,fächelt,hat
fächern,fächere,fächerst,fächert,fächerte,gefächert,fächerte,fächer,fächert,hat
fachsimpeln,fachsimpele,fachsimpelst,fachsimpelt,fachsimpelte,gefachsimpelt,fachsimpelte,fachsimpel,fachsimpelt,hat
erden,erde,erdest,erdet,erdete,geerdet,erdete,erde,erdet,hat
eifern,eifere,eiferst,eifert,eiferte,geeifert,eiferte,eifer,eifert,hat
pikieren,pikiere,pikierst,pikiert,pikierte,pikiert,pikierte,pikier,pikiert,hat
eggen,egge,eggst,eggt,eggte,geeggt,eggte,egg,eggt,hat
instand setzen,setze instand,setzt instand,setzt instand,setzte instand,instandgesetzt,setzte instand,setz instand,setzt instand,hat
duseln,dusele,duselst,duselt,duselte,geduselt,duselte,dusel,duselt,hat
dröseln,drösele,dröselst,dröselt,dröselte,gedröselt,dröselte,drösel,dröselt,hat
deuteln,deutele,deutelst,deutelt,deutelte,gedeutelt,deutelte,deutel,deutelt,hat
unterwerfen,unterwerfe,unterwirfst,unterwirft,unterwarf,unterworfen,unterwürfe,unterwirf,unterwerft,hat
bummern,bummere,bummerst,bummert,bummerte,gebummert,bummerte,bummer,bummert,hat
bubbern,bubbere,bubberst,bubbert,bubberte,gebubbert,bubberte,bubber,bubbert,hat
pumpern,pumpere,pumperst,pumpert,pumperte,gepumpert,pumperte,pumper,pumpert,hat
beeiden,beeiden,beeidest,beeidet,beeidete,beeidet,beeidete,beeide,beeidet,hat
willkommen heißen,heiße willkommen,heißt willkommen,heißt willkommen,hieß willkommen,willkommen geheißen,hieße willkommen,heiß willkommen,heißt willkommen,hat
bewillkommnen,bewillkommne,bewillkommnest,bewillkommnet,bewillkommnete,bewillkommnet,bewillkommnete,bewillkommne,bewillkommnet,hat
buckeln,buckele,buckelst,buckelt,buckelte,gebuckelt,buckelte,buckel,buckelt,hat
dienern,dienere,dienerst,dienert,dienerte,gedienert,dienerte,diener,dienert,hat
broschieren,broschiere,broschierst,broschiert,broschierte,broschiert,broschierte,broschier,broschiert,hat
brodieren,brodiere,brodierst,brodiert,brodierte,brodiert,brodierte,brodier,brodiert,hat
bauschen,bausche,bauschst,bauscht,bauschte,gebauscht,bauschte,bausch,bauscht,hat
bändern,bändere,bänderst,bändert,bänderte,gebändert,bänderte,bänder,bändert,hat
bammeln,bammele,bammelst,bammelt,bammelte,gebammelt,bammelte,bammel,bammelt,hat
einkellern,kellere ein,kellerst ein,kellert ein,kellerte ein,eingekellert,kellerte ein,keller ein,kellert ein,hat
älteln,ältele,ältelst,ältelt,ältelte,geältelt,ältelte,ältel,ältelt,ist
altertümeln,altertümele,altertümelst,altertümelt,altertümelte,gealtertümelt,altertümelte,altertümel,altertümelt,hat
alternieren,alterniere,alternierst,alterniert,alternierte,alterniert,alternierte,alternier,alterniert,hat
alliterieren,alliteriere,alliterierst,alliteriert,alliterierte,alliteriert,alliterierte,alliterier,alliteriert,hat
archaisieren,archaisiere,archaisierst,archaisiert,archaisierte,archaisiert,archaisierte,archaisier,archaisiert,hat
altmachen,mache alt,machst alt,macht alt,machte alt,altgemacht,machte alt,mach alt,macht alt,hat
apern,—,—,apert,aperte,geapert,aperte,—,—,hat
arten,arte,artest,artet,artete,geartet,artete,art,artet,hat
spedieren,spediere,spedierst,spediert,spedierte,spediert,spedierte,spedier,spediert,hat
asten,aste,astest,astet,astete,geastet,astete,ast,astet,hat
äthern,äthere,ätherst,äthert,ätherte,geäthert,ätherte,äther,äthert,hat
ätherisieren,ätherisiere,ätherisierst,ätherisiert,ätherisierte,ätherisiert,ätherisierte,ätherisier,ätherisiert,hat
anästhetisieren,anästhetisiere,anästhetisierst,anästhetisiert,anästhetisierte,anästhetisiert,anästhetisierte,anästhetisiere,anästhetisiert,hat
chloroformieren,chloroformiere,chloroformierst,chloroformiert,chloroformierte,chloroformiert,chloroformierte,chloroformier,chloroformiert,hat
armmachen,mache arm,machst arm,macht arm,machte arm,armgemacht,machte arm,mach arm,macht arm,hat
äugen,äuge,äugst,äugt,äugte,geäugt,äugte,äug,äugt,hat
äugeln,äugele,äugelst,äugelt,äugelte,geäugelt,äugelte,äugel,äugelt,hat
okulieren,okuliere,okulierst,okuliert,okulierte,okuliert,okulierte,okulier,okuliert,hat
verdämmern,verdämmere,verdämmerst,verdämmert,verdämmerte,verdämmert,verdämmerte,verdämmer,verdämmert,hat
hinwirken,wirke hin,wirkst hin,wirkt hin,wirkte hin,hingewirkt,wirkte hin,wirk hin,wirkt hin,hat
blinkern,blinkere,blinkerst,blinkert,blinkerte,geblinkert,blinkerte,blinker,blinkert,hat
plinkern,plinkern,plinkerst,plinkert,plinkerte,geplinkert,plinkerte,plinker,plinkert,hat
proportionieren,proportioniere,proportionierst,proportioniert,proportionierte,proportioniert,proportionierte,proportionier,proportioniert,hat
einreisen,reise ein,reist ein,reist ein,reiste ein,eingereist,reiste ein,reis ein,reist ein,ist
ausreisen,reise aus,reist aus,reist aus,reiste aus,ausgereist,reiste aus,reis aus,reist aus,ist
fortdauern,dauere fort,dauerst fort,dauert fort,dauerte fort,fortgedauert,dauerte fort,dauere fort,dauert fort,hat
zustehen,stehe zu,stehst zu,steht zu,stand zu,zugestanden,stünde zu,stehe zu,steht zu,hat
zuweisen,weise zu,weist zu,weist zu,wies zu,zugewiesen,wiese zu,weis zu,weist zu,hat
vorliegen,—,—,liegt vor,lag vor,vorgelegen,läge vor,—,—,hat
betonnen,betonne,betonnst,betonnt,betonnte,betonnt,betonnte,betonn,betonnt,hat
betasten,betaste,betastest,betastet,betastete,betastet,betastete,betast,betastet,hat
antasten,taste an,tastest an,tastet an,tastete an,angetastet,tastete an,tast an,tastet an,hat
entideologisieren,entideologisiere,entideologisierst,entideologisiert,entideologisierte,entideologisiert,entideologisierte,entideologisier,entideologisiert,hat
entindividualisieren,entindividualisiere,entindividualisierst,entindividualisiert,entindividualisierte,entindividualisiert,entindividualisierte,entindividualisier,entindividualisiert,hat
entkalken,entkalke,entkalkst,entkalkt,entkalkte,entkalkt,entkalkte,entkalk,entkalkt,hat
entkoffeinieren,entkoffeiniere,entkoffeinierst,entkoffeiniert,entkoffeinierte,entkoffeiniert,entkoffeinierte,entkoffeinier,entkoffeiniert,hat
entkolonialisieren,entkolonialisiere,entkolonialisierst,entkolonialisiert,entkolonialisierte,entkolonialisiert,entkolonialisierte,entkolonialisier,entkolonialisiert,hat
entkolonisieren,entkolonisiere,entkolonisierst,entkolonisiert,entkolonisierte,entkolonisiert,entkolonisierte,entkolonisier,entkolonisiert,hat
dekolonisieren,dekolonisiere,dekolonisierst,dekolonisiert,dekolonisierte,dekolonisiert,dekolonisierte,dekolonisier,dekolonisiert,hat
angrabschen,grabsche an,grabscht an,grabscht an,grabschte an,angegrabscht,grabschte an,grabsch an,grabscht an,hat
begrabschen,begrabsche,begrabschst,begrabscht,begrabschte,begrabscht,begrabschte,begrabsch,begrabscht,hat
begrapschen,begrapsche,begrapschst,begrapscht,begrapschte,begrapscht,begrapschte,begrapsch,begrapscht,hat
befummeln,befummele,befummelst,befummelt,befummelte,befummelt,befummelte,befummel,befummelt,hat
betatschen,betatsche,betatschst,betatscht,betatschte,betatscht,betatschte,betatsch,betatscht,hat
beatmen,beatme,beatmest,beatmet,beatmete,beatmet,beatmete,beatme,beatmet,hat
befrachten,befrachte,befrachtest,befrachtet,befrachtete,befrachtet,befrachtete,befracht,befrachtet,hat
entkriminalisieren,entkriminalisiere,entkriminalisierst,entkriminalisiert,entkriminalisierte,entkriminalisiert,entkriminalisierte,entkriminalisier,entkriminalisiert,hat
entlangblicken,blicke entlang,blickst entlang,blickt entlang,blickte entlang,entlanggeblickt,blickte entlang,blick entlang,blickt entlang,hat
entlangfahren,fahre entlang,fährst entlang,fährt entlang,fuhr entlang,entlanggefahren,führe entlang,fahr entlang,fahrt entlang,ist
reproduzieren,reproduziere,reproduzierst,reproduziert,reproduzierte,reproduziert,reproduzierte,reproduzier,reproduziert,hat
überschlagen,überschlage,überschlägst,überschlägt,überschlug,überschlagen,überschlüge,überschlag,überschlagt,hat
entlangfliegen,fliege entlang,fliegst entlang,fliegt entlang,flog entlang,entlanggeflogen,flöge entlang,flieg entlang,fliegt entlang,ist
frachten,frachte,frachtest,frachtet,frachtete,gefrachtet,frachtete,fracht,frachtet,hat
begnaden,begnade,begnadest,begnadet,begnadete,begnadet,begnadete,begnad,begnadet,hat
berauschen,berausche,berauschst,berauscht,berauschte,berauscht,berauschte,berausch,berauscht,hat
sattsehen,sehe satt,siehst satt,sieht satt,sah satt,sattgesehen,sähe satt,sieh satt,seht satt,hat
benebeln,benebel,benebelst,benebelt,benebelte,benebelt,benebelte,benebel,benebelt,hat
gnaden,gnade,gnadest,gnadet,gnadete,gegnadet,gnadete,gnad,gnadet,hat
bewölken,—,—,bewölkt,bewölkte,bewölkt,bewölkte,—,—,hat
wölken,—,—,wölkt,wölkte,gewölkt,wölkte,—,—,hat
plattmachen,mache platt,machst platt,macht platt,machte platt,plattgemacht,machte platt,mach platt,macht platt,hat
liquidieren,liquidiere,liquidierst,liquidiert,liquidierte,liquidiert,liquidierte,liquidier,liquidiert,hat
totschlagen,schlage tot,schlägst tot,schlägt tot,schlug tot,totgeschlagen,schlüge tot,schlag tot,schlagt tot,hat
planieren,planiere,planierst,planiert,planierte,planiert,planierte,planier,planiert,hat
bezwecken,bezwecke,bezweckst,bezweckt,bezweckte,bezweckt,bezweckte,bezweck,bezweckt,hat
zwecken,zwecke,zweckst,zweckt,zweckte,gezweckt,zweckte,zweck,zweckt,hat
bewirtschaften,bewirtschafte,bewirtschaftest,bewirtschaftet,bewirtschaftete,bewirtschaftet,bewirtschaftete,bewirtschaft,bewirtschaftet,hat
wirtschaften,wirtschafte,wirtschaftest,wirtschaftet,wirtschaftete,gewirtschaftet,wirtschaftete,wirtschaft,wirtschaftet,hat
bezähmen,bezähme,bezähmst,bezähmt,bezähmte,bezähmt,bezähmte,bezähm,bezähmt,hat
bemänteln,bemäntele,bemäntelst,bemäntelt,bemäntelte,bemäntelt,bemäntelte,bemäntel,bemäntelt,hat
beeidigen,beeidige,beeidigst,beeidigt,beeidigte,beeidigt,beeidigte,beeidig,beeidigt,hat
beschenken,beschenke,beschenkst,beschenkt,beschenkte,beschenkt,beschenkte,beschenk,beschenkt,hat
beendigen,beendige,beendigst,beendigt,beendigte,beendigt,beendigte,beendig,beendigt,hat
beschwichtigen,beschwichtige,beschwichtigst,beschwichtigt,beschwichtigte,beschwichtigt,beschwichtigte,beschwichtig,beschwichtigt,hat
beschallen,beschalle,beschallst,beschallt,beschallte,beschallt,beschallte,beschall,beschallt,hat
beengen,beenge,beengst,beengt,beengte,beengt,beengte,beeng,beengt,hat
beschranken,beschranke,beschrankst,beschrankt,beschrankte,beschrankt,beschrankte,beschrank,beschrankt,hat
bespitzeln,bespitzele,bespitzelst,bespitzelt,bespitzelte,bespitzelt,bespitzelte,bespitzel,bespitzelt,hat
spitzeln,spitzele,spitzelst,spitzelt,spitzelte,gespitzelt,spitzelte,spitzel,spitzelt,hat
bepflastern,bepflastere,bepflasterst,bepflastert,bepflasterte,bepflastert,bepflasterte,bepflaster,bepflastert,hat
bekleben,beklebe,beklebst,beklebt,beklebte,beklebt,beklebte,bekleb,beklebt,hat
beharken,beharke,beharkst,beharkt,beharkte,beharkt,beharkte,behark,beharkt,hat
beschießen,beschieße,beschießt,beschießt,beschoss,beschossen,beschösse,beschieß,beschießt,hat
beschwatzen,beschwatze,beschwatzt,beschwatzt,beschwatzte,beschwatzt,beschwatzte,beschwatz,beschwatzt,hat
entmüllen,entmülle,entmüllst,entmüllt,entmüllte,entmüllt,entmüllte,entmüll,entmüllt,hat
bomben,bombe,bombst,bombt,bombte,gebombt,bombte,bomb,bombt,hat
teilhaben,habe teil,hast teil,hat teil,hatte teil,teilgehabt,hätte teil,hab teil,habt teil,hat
offenstehen,stehe offen,stehst offen,steht offen,stand offen,offengestanden,stünde offen,steh offen,steht offen,hat
betanken,betanke,betankst,betankt,betankte,betankt,betankte,betank,betankt,hat
begradigen,begradige,begradigst,begradigt,begradigte,begradigt,begradigte,begradig,begradigt,hat
bestürmen,bestürme,bestürmst,bestürmt,bestürmte,bestürmt,bestürmte,bestürm,bestürmt,hat
beklauen,beklaue,beklaust,beklaut,beklaute,beklaut,beklaute,beklau,beklaut,hat
ausräubern,räubere aus,räuberst aus,räubert aus,räuberte aus,ausgeräubert,räuberte aus,räuber aus,räubert aus,hat
bestehlen,bestehle,bestiehlst,bestiehlt,bestahl,bestohlen,bestähle,bestiehl,bestehlt,hat
veruntreuen,veruntreue,veruntreust,veruntreut,veruntreute,veruntreut,veruntreute,veruntreu,veruntreut,hat
leerräumen,räume leer,räumst leer,räumt leer,räumte leer,leergeräumt,räumte leer,räum leer,räumt leer,hat
besohlen,besohle,besohlst,besohlt,besohlte,besohlt,besohlte,besohl,besohlt,hat
sohlen,sohle,sohlst,sohlt,sohlte,gesohlt,sohlte,sohl,sohlt,hat
anschwindeln,schwindele an,schwindelst an,schwindelt an,schwindelte an,angeschwindelt,schwindelte an,schwindel an,schwindelt an,hat
befehligen,befehlige,befehligst,befehligt,befehligte,befehligt,befehligte,befehlig,befehligt,hat
revolutionieren,revolutioniere,revolutionierst,revolutioniert,revolutionierte,revolutioniert,revolutionierte,revolutionier,revolutioniert,hat
besolden,besolde,besoldest,besoldet,besoldete,besoldet,besoldete,besold,besoldet,hat
beschichten,beschichte,beschichtest,beschichtet,beschichtete,beschichtet,beschichtete,beschicht,beschichtet,hat
beseelen,beseele,beseelst,beseelt,beseelte,beseelt,beseelte,beseel,beseelt,hat
bespielen,bespiele,bespielst,bespielt,bespielte,bespielt,bespielte,bespiel,bespielt,hat
bestallen,bestalle,bestallst,bestallt,bestallte,bestallt,bestallte,bestall,bestallt,hat
bessemern,bessemere,bessemerst,bessemert,bessemerte,gebessemert,bessemerte,bessemer,bessemert,hat
hinknien,knie hin,kniest hin,kniet hin,kniete hin,hingekniet,kniete hin,knie hin,kniet hin,hat
besteuern,besteuere,besteuerst,besteuert,besteuerte,besteuert,besteuerte,besteuer,besteuert,hat
bestäuben,bestäube,bestäubst,bestäubt,bestäubte,bestäubt,bestäubte,bestäub,bestäubt,hat
befeuern,befeuere,befeuerst,befeuert,befeuerte,befeuert,befeuerte,befeuer,befeuert,hat
bespritzen,bespritze,bespritzt,bespritzt,bespritzte,bespritzt,bespritzte,bespritz,bespritzt,hat
besprühen,besprühe,besprühst,besprüht,besprühte,besprüht,besprühte,besprüh,besprüht,hat
bedampfen,bedampfe,bedampfst,bedampft,bedampfte,bedampft,bedampfte,bedampf,bedampft,hat
besprengen,besprenge,besprengst,besprengt,besprengte,besprengt,besprengte,bespreng,besprengt,hat
berieseln,beriesele,berieselst,berieselt,berieselte,berieselt,berieselte,beriesel,berieselt,hat
verpieseln,verpiesele,verpieselst,verpieselt,verpieselte,verpieselt,verpieselte,verpiesel,verpieselt,hat
besprenkeln,besprenkele,besprenkelst,besprenkelt,besprenkelte,besprenkelt,besprenkelte,besprenkel,besprenkelt,hat
abtrocknen,trockne ab,trocknest ab,trocknet ab,trocknete ab,abgetrocknet,trocknete ab,trockne ab,trocknet ab,hat
benässen,benässe,benässt,benässt,benässte,benässt,benässte,benäss,benässt,hat
bemessen,bemesse,bemisst,bemisst,bemaß,bemessen,bemäße,bemiss,bemesst,hat
bestürzen,bestürze,bestürzt,bestürzt,bestürzte,bestürzt,bestürzte,bestürz,bestürzt,hat
beurlauben,beurlaube,beurlaubst,beurlaubt,beurlaubte,beurlaubt,beurlaubte,beurlaub,beurlaubt,hat
beurkunden,beurkunde,beurkundest,beurkundet,beurkundete,beurkundet,beurkundete,beurkund,beurkundet,hat
urkunden,urkunde,urkundest,urkundet,urkundete,geurkundet,urkundete,urkund,urkundet,hat
benagen,benage,benagst,benagt,benagte,benagt,benagte,benag,benagt,hat
besamen,besame,besamst,besamt,besamte,besamt,besamte,besam,besamt,hat
beglotzen,beglotze,beglotzt,beglotzt,beglotzte,beglotzt,beglotzte,beglotz,beglotzt,hat
bemächtigen,bemächtige,bemächtigst,bemächtigt,bemächtigte,bemächtigt,bemächtigte,bemächtig,bemächtigt,hat
belobigen,belobige,belobigst,belobigt,belobigte,belobigt,belobigte,belobig,belobigt,hat
beloben,belobe,belobst,belobt,belobte,belobt,belobte,belob,belobt,hat
bekunden,bekunde,bekundest,bekundet,bekundete,bekundet,bekundete,bekund,bekundet,hat
bezeugen,bezeuge,bezeugst,bezeugt,bezeugte,bezeugt,bezeugte,bezeug,bezeugt,hat
ausparken,parke aus,parkst aus,parkt aus,parkte aus,ausgeparkt,parkte aus,park aus,parkt aus,hat
besserstellen,stelle besser,stellst besser,stellt besser,stellte besser,bessergestellt,stellte besser,stell besser,stellt besser,hat
privilegieren,privilegiere,privilegierst,privilegiert,privilegierte,privilegiert,privilegierte,privilegier,privilegiert,hat
zugestehen,gestehe zu,gestehst zu,gesteht zu,gestand zu,zugestanden,gestände zu,gesteh zu,gesteht zu,hat
bewandern,bewandere,bewanderst,bewandert,bewanderte,bewandert,bewanderte,bewander,bewandert,hat
bevollmächtigen,bevollmächtige,bevollmächtigst,bevollmächtigt,bevollmächtigte,bevollmächtigt,bevollmächtigte,bevollmächtig,bevollmächtigt,hat
belämmern,belämmere,belämmerst,belämmert,belämmerte,belämmert,belämmerte,belämmer,belämmert,hat
beköstigen,beköstige,beköstigst,beköstigt,beköstigte,beköstigt,beköstigte,beköstig,beköstigt,hat
balbieren,balbiere,balbierst,balbiert,balbierte,balbiert,balbierte,balbier,balbiert,hat
bekleckern,bekleckere,bekleckerst,bekleckert,bekleckerte,bekleckert,bekleckerte,beklecker,bekleckert,hat
beklecksen,bekleckse,bekleckst,bekleckst,bekleckste,bekleckst,bekleckste,beklecks,bekleckst,hat
beängstigen,beängstige,beängstigst,beängstigt,beängstigte,beängstigt,beängstigte,beängstig,beängstigt,hat
bedrucken,bedrucke,bedruckst,bedruckt,bedruckte,bedruckt,bedruckte,bedruck,bedruckt,hat
bekümmern,bekümmere,bekümmerst,bekümmert,bekümmerte,bekümmert,bekümmerte,bekümmer,bekümmert,hat
beerben,beerbe,beerbst,beerbt,beerbte,beerbt,beerbte,beerb,beerbt,hat
beheizen,beheize,beheizt,beheizt,beheizte,beheizt,beheizte,beheiz,beheizt,hat
bereisen,bereise,bereist,bereist,bereiste,bereist,bereiste,bereis,bereist,hat
beflaggen,beflagge,beflaggst,beflaggt,beflaggte,beflaggt,beflaggte,beflagg,beflaggt,hat
befehden,befehde,befehdest,befehdet,befehdete,befehdet,befehdete,befehd,befehdet,hat
befugen,befuge,befugst,befugt,befugte,befugt,befugte,befug,befugt,hat
beehren,beehre,beehrst,beehrt,beehrte,beehrt,beehrte,beehr,beehrt,hat
fabeln,fabele,fabelst,fabelt,fabelte,gefabelt,fabelte,fabel,fabelt,hat
bekränzen,bekränze,bekränzt,bekränzt,bekränzte,bekränzt,bekränzte,bekränz,bekränzt,hat
belorbeeren,belorbeere,belorbeerst,belorbeert,belorbeerte,belorbeert,belorbeerte,belorbeer,belorbeert,hat
betrauern,betrauere,betrauerst,betrauert,betrauerte,betrauert,betrauerte,betrauer,betrauert,hat
belachen,belache,belachst,belacht,belachte,belacht,belachte,belach,belacht,hat
